"at_uri","AuthorDID","CID","CreatedDate","ReplyParent","ReplyRoot","SearchText"
"at://did:plc:vsrzes4yfdyqhj5mt3qxrtr4/app.bsky.feed.post/3lgrtyr65js2t","did:plc:vsrzes4yfdyqhj5mt3qxrtr4","bafyreicvdh3qmtfgsuamsiouzgkqmww4nl5usvbqut7vbjgyyo3xvusvpu","2025-01-28T06:42:00.299Z","at://did:plc:y5xyloyy7s4a2bwfeimj7r3b/app.bsky.feed.post/3lgroj5oe7c2f","at://did:plc:y5xyloyy7s4a2bwfeimj7r3b/app.bsky.feed.post/3lgroj5oe7c2f","""fwiw, the economical estimate of training time comes from a paper describing a previous generation of deepseek. https://arxiv.org/html/2412.19437v1 deepseek-v3 technical report      """
"at://did:plc:7uapbtjr4ya6bc6yw62keqec/app.bsky.feed.post/3lfb24gsim22i","did:plc:7uapbtjr4ya6bc6yw62keqec","bafyreigpoiwzjixodiy5nw67hfmpigu2tx4lq66gkfvv334fedcw2zy4l4","2025-01-08T20:50:58.920Z","null","null",""
"at://did:plc:g2mmsrdch7r27xe5lyqg77la/app.bsky.feed.post/3lhfkdohp2l2w","did:plc:g2mmsrdch7r27xe5lyqg77la","bafyreidmjrccerzwvjbbrjr4endrmsyj2nmugmwda7o4driko4ektnmivq","2025-02-05T02:42:23.915Z","null","null","""📌ultrasound-guided infraclavicular approach to brachial plexus: a cadaveric study.\n📌 indian j anaesth. 2023 nov;67(11):1014-1019\ndoi: 10.4103/ija.ija_665_23. \npmid: 38213694; pmcid: pmc10779980.\njournals.lww.com/ijaweb/fullt... https://journals.lww.com/ijaweb/fulltext/2023/67110/ultrasound_guided_infraclavicular_approach_to.12.aspx ultrasound-guided infraclavicular approach to brachial... : indian journal of anaesthesia an abstract is unavailable.     """
"at://did:plc:nrfqk6t446qme4kb7aiemqig/app.bsky.feed.post/3lhvhche3ku2f","did:plc:nrfqk6t446qme4kb7aiemqig","bafyreic5b4u5gc77eub3aj5rzycterp6uizkwxq666yhpzuw2p3heubc6m","2025-02-11T10:30:37.393861+00:00","null","null","""wavelet gpt merges wavelet concepts with transformers to enhance pre-training efficiency of large language models. this method achieves performance akin to larger models while operating almost twice as fast, optimizing the use of multi-scale data structures in ai. https://arxiv.org/abs/2409.12924 https://arxiv.org/abs/2409.12924 wavelet gpt: wavelet inspired large language models arxiv link for wavelet gpt: wavelet inspired large language models     """
"at://did:plc:dqujwvsuj5arcssx5dsa4atm/app.bsky.feed.post/3lhwvgecfbk2m","did:plc:dqujwvsuj5arcssx5dsa4atm","bafyreiclsqp2vyqu6tkphsioulz2nr24pjb2ttd6lr4sub3vbsjse5sdfm","2025-02-12T00:16:00.626Z","null","null","""if anyone understands the mechanism of this paper  doi.org/10.1021/jo30... please comment or dm me thanks https://doi.org/10.1021/jo3010028 synthesis of tryptamine derivatives via a direct, one-pot reductive alkylation of indoles an efficient, one-pot reductive alkylation of indoles with n-protected aminoethyl acetals in the presence of tes/tfa is reported. it represents the first general method for the direct synthesis of try...     """
"at://did:plc:tgp2t6vghsmgmbp4yczhriqh/app.bsky.feed.post/3lhocfmc2x22y","did:plc:tgp2t6vghsmgmbp4yczhriqh","bafyreibzi4abgji7akm55hq3y47ictafnwusbfgzick5kugesy2oyihaem","2025-02-08T14:14:16.451Z","null","null","""nih announces the slashing of indirect costs in grants to fight """"leftist agendas"""" at universities. from project 2025, """"known as 'indirect costs,' these reimbursements cross-subsidize leftist agendas""""  static.project2025.org/2025_mandate... page 335.\nthis will absolutely decimate academic science. https://static.project2025.org/2025_mandateforleadership_chapter-11.pdf       """
"at://did:plc:wcdudismolklvdtikbeu7izk/app.bsky.feed.post/3lczxfga4sl2n","did:plc:wcdudismolklvdtikbeu7izk","bafyreihaswu2q4cifyfzkrsdehbzpdlgmu2y5tranxuzblwn3smoozs74a","2024-12-11T14:23:17.410Z","null","null",""
"at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lg5onumksb25","did:plc:utkbfrbmma57vclzrjrobaez","bafyreidrsktuxhjk4fodumwleqagufqwrtyuevbssmadfgcpi7vuztkoqq","2025-01-20T06:13:11.321634+00:00","null","null","""jing zhou, shuqin pang, wenyi zhang: a high-resolution analysis of receiver quantization in communication https://arxiv.org/abs/2501.09961 https://arxiv.org/pdf/2501.09961 https://arxiv.org/html/2501.09961       """
"at://did:plc:fr5pvnsri3v2oplch3nd43n3/app.bsky.feed.post/3lih34urlfd25","did:plc:fr5pvnsri3v2oplch3nd43n3","bafyreigjaoloru2cp6chmcsdntv7oypfpj7hmyb5m67uoj6s2cfvs6dhty","2025-02-18T10:40:40.600320+00:00","null","null","""ana m. botti, et al.: readout optimization of multi-amplifier sensing charge-coupled devices for single-quantum measurement https://arxiv.org/abs/2502.10508 https://arxiv.org/pdf/2502.10508 https://arxiv.org/html/2502.10508        """
"at://did:plc:ilgykb2uppgazlnjfv35qswe/app.bsky.feed.post/3liwfnedkr225","did:plc:ilgykb2uppgazlnjfv35qswe","bafyreidmzktneors5vwrjqm3sg3e2kyszjsfhpqgzn75lm62zn6h3tusui","2025-02-24T12:58:47.307Z","null","null","""a large amount of our work at the lab is based on #biases at all stages of #decisionmaking & choice. in the last 2 yrs, correlated with #ai integrations ( #ml #nlp #data etc). a huge issue right now is that the average user doesn't understand that all ai are biased.\n#farvisions #allaiarebiased 🧪👩‍🔬        """
"at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgdgoygnzc2f","did:plc:utkbfrbmma57vclzrjrobaez","bafyreiea4f2oxfitvoipbiweudqf42c3ne55dty3d2wbpgmxk5c7f5vrte","2025-01-22T13:06:37.364627+00:00","at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgdgoxi26o2z","at://did:plc:utkbfrbmma57vclzrjrobaez/app.bsky.feed.post/3lgdgowjjfb2c","""intriguing yet unexplored question: can llms be harnessed to tackle channel state information (csi) compression and feedback in massive multiple-input multiple-output (mimo) systems? efficient csi feedback is a critical challenge in [2/5 of https://arxiv.org/abs/2501.10630v1]       """
"at://did:plc:vsr4u6jdy4gma37znrqao2vu/app.bsky.feed.post/3ldrnstr57a2t","did:plc:vsr4u6jdy4gma37znrqao2vu","bafyreicniryrelhgonenktlahfajwvdta6nh7cubuy66gimvpp64vmjdfe","2024-12-21T00:35:44+00:00","null","null",""
"at://did:plc:k5fryryiv4ovceatvrykhe6d/app.bsky.feed.post/3lfpjlumpy222","did:plc:k5fryryiv4ovceatvrykhe6d","bafyreifp32qnwp2e3c77jz2372rqkaq2upthqmztooyyjay2slpes6mvhe","2025-01-14T15:05:19.192Z","null","null","""fascinating paper on something i never thought of: when we remove big old animals from wild populations (like fish) we might be losing important cultural transmission in species that learn from elders - essentially culling transmission of collective knowledge onlinelibrary.wiley.com/doi/10.1111/... https://onlinelibrary.wiley.com/doi/10.1111/faf.12880?af=r overfishing social fish social learning is common among vertebrates, including fish. learning from others reduces the risk and costs of adaptation. in some longer-lived species, social learning can lead to the formation of ...    """
"at://did:plc:myau3m7fphbvjfurnso3usja/app.bsky.feed.post/3liww2evh7s2r","did:plc:myau3m7fphbvjfurnso3usja","bafyreiaobl775jrjqyd2mwz56fxy5s4oshnmzgsdetw7pzbspmavlt56te","2025-02-24T17:52:23.972Z","null","null","""frisch veröffentlicht in #obibjournal: """"transformationsverträge sind eine sackgasse. in erinnerung an irene barbers (1966–2025)"""" von bernhard mittermaier, doi.org/10.5282/o-bi... https://doi.org/10.5282/o-bib/6117 \n		transformationsverträge sind eine sackgasse: in erinnerung an irene barbers (1966–2025)\n							| o-bib. das offene bibliotheksjournal / herausgeber vdb\n			      """
"at://did:plc:4dtv6c653ukquud4uvysd7eb/app.bsky.feed.post/3ldgbssmmnc2c","did:plc:4dtv6c653ukquud4uvysd7eb","bafyreiclyxjjj7osxill5hxu6urbn2fcakzctohoy7lzqtocsud3uz2ya4","2024-12-16T12:01:41.137Z","null","null",""
"at://did:plc:fvxadjtvukbhdaslbiih3r2p/app.bsky.feed.post/3lgso3gew5l2e","did:plc:fvxadjtvukbhdaslbiih3r2p","bafyreibuq5dp5m77ntqvvgjgzk76cxu4ql7no36bvkwshycvx3c2jrinj4","2025-01-28T14:28:45.951579Z","null","null","""taewoong lee, sarah frisken, nazim haouchine\n3d/2d registration of angiograms using silhouette-based differentiable rendering\nhttps://arxiv.org/abs/2501.14918        """
"at://did:plc:npq7o2en235kjxtvwp6lhfr2/app.bsky.feed.post/3lilmutruys2g","did:plc:npq7o2en235kjxtvwp6lhfr2","bafyreiatdkyhgleeicun242vv5227wt7bywp346okpgr2hfcrvelosysqq","2025-02-20T06:08:57.411511+00:00","at://did:plc:npq7o2en235kjxtvwp6lhfr2/app.bsky.feed.post/3lilmustejr2p","at://did:plc:npq7o2en235kjxtvwp6lhfr2/app.bsky.feed.post/3lilmuqwbe42u","""connected with increased shear stress in a small subsurface volume due to dislocation slip activation and mobilization of pre-existing dislocations by irradiation. the molecular dynamics (md) and 3d-discrete dislocation [3/6 of https://arxiv.org/abs/2502.13505v1]        """
"at://did:plc:wfngcohlll23cnyxchmfx3jc/app.bsky.feed.post/3le7tccdiqk2k","did:plc:wfngcohlll23cnyxchmfx3jc","bafyreieinrvdnl7nvhu4cyoixjg3s4cwyfufnoreaoevch35tz55mhlvlu","2024-12-26T15:51:08.002Z","at://did:plc:gnjum2pmlmx6qunlviiqyxld/app.bsky.feed.post/3le7sbkkhzs2r","at://did:plc:4k6dakv7cskxttdvfpzadq7e/app.bsky.feed.post/3ldymtkffoc27",""
"at://did:plc:jmnskp7yne6qtkl3wmpt6zzw/app.bsky.feed.post/3lh52rknjxc2c","did:plc:jmnskp7yne6qtkl3wmpt6zzw","bafyreiems5myfn5dujgrgnfuakni6dgnlg4otroypngtulnhfhz3abqe6m","2025-02-01T17:42:31.897Z","null","null","""“it’s never a bad idea to take a look at any large, complicated organization and ask if we’re performing optimally and if there are changes that are needed.”\n\nbut! \n\nwww.nature.com/articles/d41... https://www.nature.com/articles/d41586-025-00238-5 ‘high anxiety moment’: biden’s nih chief talks trump 2.0 and the future of us science monica bertagnolli details her concerns about robert f. kennedy jr and his ‘make america healthy again’ campaign.     """
"at://did:plc:yomu5ssjbnj4ubjuvjw4vxqz/app.bsky.feed.post/3leeo2bmhde2z","did:plc:yomu5ssjbnj4ubjuvjw4vxqz","bafyreihijakzmtlfadnqkdqttdlkxolcico2l2l7wjcvuol3chebvci63a","2024-12-28T14:00:28.290036Z","null","null",""
"at://did:plc:3qtwyeadw5crhvmj7raoja4y/app.bsky.feed.post/3lg7zr6apnm2a","did:plc:3qtwyeadw5crhvmj7raoja4y","bafyreigqxq5aeut52zlicldm6jsurp3hdtmmkh6fxyew4kumekwfg2rju4","2025-01-21T14:04:04+00:00","null","null","""oswrky53 dictates wound responses in rice through fine-tuning cross-talk between pep and psk mediated signalling  https://www.biorxiv.org/content/10.1101/2025.01.16.633150v1        """
"at://did:plc:qbej4rc7ffryrgzimbc55i2r/app.bsky.feed.post/3lfomhcyypr2z","did:plc:qbej4rc7ffryrgzimbc55i2r","bafyreihw4y6wf5e4umnwrydk7zqelh2sbix7khgdkks75hqnkg4m6uabdq","2025-01-14T06:23:46.967339Z","null","null","""viet vo, shangqi lai, xingliang yuan, surya nepal, qi li\noblivcdn: a practical privacy-preserving cdn with oblivious content access\nhttps://arxiv.org/abs/2501.07262       """
"at://did:plc:wx65qv25p7bo6g6eqqcyer65/app.bsky.feed.post/3lerazfa7n22y","did:plc:wx65qv25p7bo6g6eqqcyer65","bafyreia6leyjeg6swohcg5jdr3vxrea3kd2bjk3wpastpbvd6yzqktqgga","2025-01-02T14:11:55.038Z","at://did:plc:wx65qv25p7bo6g6eqqcyer65/app.bsky.feed.post/3lerazfa5ok2y","at://did:plc:wx65qv25p7bo6g6eqqcyer65/app.bsky.feed.post/3lerazdetak2y",""
"at://did:plc:ldhmrwmfy3ufsozxlqpjph5d/app.bsky.feed.post/3lcw6egvnmz2w","did:plc:ldhmrwmfy3ufsozxlqpjph5d","bafyreiblxx5s7zngkn36l5vwyyqlgo5afkr67nwvfneqpxewr5iopc2fky","2024-12-10T02:17:21+00:00","null","null",""
"at://did:plc:4ilxzatomdjxxvf7kgm6ll4c/app.bsky.feed.post/3lcomde7aac2a","did:plc:4ilxzatomdjxxvf7kgm6ll4c","bafyreihro6emqpcyiivkwfxehccbxtmjroydnjbr54eneo3pyda2zntl6i","2024-12-07T02:06:00.141Z","at://did:plc:wnm3vhw6qqhsab6sm6xjcsgr/app.bsky.feed.post/3lcok6tikas2d","at://did:plc:wnm3vhw6qqhsab6sm6xjcsgr/app.bsky.feed.post/3lcok6tikas2d",""
"at://did:plc:jfm7cy6a3obl5h3xr3xssfld/app.bsky.feed.post/3liaw2a7sav2x","did:plc:jfm7cy6a3obl5h3xr3xssfld","bafyreiaqamuvjj4ytg3gj3ot7gzmgwmemhocpqqgfyk6dl6mlmwmbqbdc4","2025-02-15T23:53:40.353Z","at://did:plc:jfm7cy6a3obl5h3xr3xssfld/app.bsky.feed.post/3liaw2a7rbn2x","at://did:plc:jfm7cy6a3obl5h3xr3xssfld/app.bsky.feed.post/3liaw23x57c2x","""""""distillation scaling laws"""" arxiv.org/abs/2502.08606 https://arxiv.org/abs/2502.08606 distillation scaling laws we provide a distillation scaling law that estimates distilled model performance based on a compute budget and its allocation between the student and teacher. our findings reduce the risks associated ...     """
"at://did:plc:uavc7sta7xfvl5ekbmagaiwy/app.bsky.feed.post/3lgogb3olxu2k","did:plc:uavc7sta7xfvl5ekbmagaiwy","bafyreidlj5lsrp3m6mynz3q7howmrdppdtpfkg3657pqqalass6jz3p2na","2023-12-18T00:00:00.000000Z","at://did:plc:uavc7sta7xfvl5ekbmagaiwy/app.bsky.feed.post/3lgogazwu2f2j","at://did:plc:uavc7sta7xfvl5ekbmagaiwy/app.bsky.feed.post/3lgogatit4r2n","""7. multiple theories propose multiple evolutionary paths to the three traits (which have evolved multiple times). lessells et al. (2009):         """
"at://did:plc:ac4u4a4vw56m6j2ipcnb3l5p/app.bsky.feed.post/3letj57nkrs2c","did:plc:ac4u4a4vw56m6j2ipcnb3l5p","bafyreiax736465tz35yziwcriupknmqeam5hrdpskzlrt7vln73sxaynl4","2025-01-03T11:42:34.763Z","null","null",""
"at://did:plc:hspdhsdc5ekl4isbpwze7daa/app.bsky.feed.post/3lgdgjuxfkj2t","did:plc:hspdhsdc5ekl4isbpwze7daa","bafyreid7b77bs6vqfekuzmpizu6tcej2fqujuhkg6we2m5cu3hpolzabri","2025-01-22T13:03:45.948600+00:00","at://did:plc:hspdhsdc5ekl4isbpwze7daa/app.bsky.feed.post/3lgdgjusw5u24","at://did:plc:hspdhsdc5ekl4isbpwze7daa/app.bsky.feed.post/3lgdgjtyhmt2l","""wlp of monomial almost complete intersections, by showing that, with one simple exception, every homology sphere has a monomial artinian reduction failing the weak lefschetz property.\n  finally, we state probabilistic consequences of our [5/6 of https://arxiv.org/abs/2501.12108v1]       """
"at://did:plc:jf3oraummcsfodflx5w5pouf/app.bsky.feed.post/3le2hgygrjg2l","did:plc:jf3oraummcsfodflx5w5pouf","bafyreia4pm7kxl2weopzknsrvuyj4h4gz2qrz7bmgoz5q376ofixgp6dwq","2024-12-24T12:35:40.836898Z","null","null",""
"at://did:plc:6tc2t4gmbgju74qr5u5ac7tv/app.bsky.feed.post/3len5tdk7rp2g","did:plc:6tc2t4gmbgju74qr5u5ac7tv","bafyreihv4y3ocqyqpyrdyzdcamdavb3pffhsvgkwuxmsqlgd4ci7257p74","2022-02-19T00:41:00Z","null","null",""
"at://did:plc:4vefzs3xwzbzc6ssgwo4ugtf/app.bsky.feed.post/3ldazbv2dq22w","did:plc:4vefzs3xwzbzc6ssgwo4ugtf","bafyreidta5r3hib6a4zkc5ifif7qremtekvgxjuwgedunvuhkkfkjiz6yi","2024-12-14T09:45:44.632Z","null","null",""
"at://did:plc:ljcyk7tem65k7epgu5pkwuuh/app.bsky.feed.post/3lcrwmnvdtk2y","did:plc:ljcyk7tem65k7epgu5pkwuuh","bafyreibffmskntmmoujilsvlzcvp577wbkvhsuf6d6pldnr5yv7wnqecv4","2024-12-08T09:48:08.922Z","null","null",""
"at://did:plc:no3avbdkex2mxmt4ulea5jyj/app.bsky.feed.post/3lctnzuvnn223","did:plc:no3avbdkex2mxmt4ulea5jyj","bafyreihycky47x7isut43ex6mzefvngijeljxnhgqoig6qx2z66imrnhy4","2024-12-09T02:19:48.284Z","null","null",""
"at://did:plc:5pladacxh36uvbk6o5r6pofi/app.bsky.feed.post/3le2chpyw3g25","did:plc:5pladacxh36uvbk6o5r6pofi","bafyreie6xspxlpe2dt444l2kosymx3zlo7zip5wa5fa33xdexqgvvlz7ii","2024-12-24T11:06:37Z","null","null",""
"at://did:plc:r5jbzaqnuox6foncdgtbljjf/app.bsky.feed.post/3lfoarqcmak2j","did:plc:r5jbzaqnuox6foncdgtbljjf","bafyreibx5urnosu3arswtntwj6katiqrkjk5q2lxn3q7addbzzrld44dkq","2025-01-14T02:54:52.579Z","at://did:plc:npsg3gm74knbs4wlttpyimfn/app.bsky.feed.post/3lfo6zsf4ec2u","at://did:plc:npsg3gm74knbs4wlttpyimfn/app.bsky.feed.post/3lfo6zsf4ec2u","""can you provide url address for bookstore? i’ll be happy to share and take a look. 📚       """
"at://did:plc:x42dj4n4qt4iaxq2cflzqppe/app.bsky.feed.post/3ldjdnbhknym2","did:plc:x42dj4n4qt4iaxq2cflzqppe","bafyreigktbrajw2tuoq4l4o3nzvhe4p2opti3prciym3udomvm7e5nqesu","2024-12-17T17:12:11.000Z","null","null",""
"at://did:plc:b3qde47tvk2i6fx4hmwhwokp/app.bsky.feed.post/3lfmbkqp4km2x","did:plc:b3qde47tvk2i6fx4hmwhwokp","bafyreif2jsz67vehy7qsipvx2ulm333xsigzalzscqi5tnwchxinvo2ezq","2024-02-07T18:06:00Z","null","null","""movement and habitat shift responses of juvenile atlantic salmon (salmo salar) to annually permanent stream flooding - @thefsbi via @wileyglobal\nhttps://onlinelibrary.wiley.com/doi/10.1111/jfb.15605       """
"at://did:plc:pxokkpd3cyvbwgdwampv3soq/app.bsky.feed.post/3lej2zs32oh2j","did:plc:pxokkpd3cyvbwgdwampv3soq","bafyreif6v4brzzwhlsnohfq6ec7vdh7kf2gzj2chbnmwi3dewmxlhh2gzu","2024-12-30T08:03:30.030652+00:00","null","null",""
"at://did:plc:idw3wm76kt2liq2vixfcgsds/app.bsky.feed.post/3levx7v3gvc2u","did:plc:idw3wm76kt2liq2vixfcgsds","bafyreiczeewb55yt7k72alkkcqs5cojgd6el74tamlyhkdnzmvg74d2hj4","2025-01-04T10:59:56.210Z","at://did:plc:idw3wm76kt2liq2vixfcgsds/app.bsky.feed.post/3levx5feuq22u","at://did:plc:idw3wm76kt2liq2vixfcgsds/app.bsky.feed.post/3levwwf7fx22u",""
"at://did:plc:fv3zgwvltarzybolbc3y32nq/app.bsky.feed.post/3lh5nk2sso62s","did:plc:fv3zgwvltarzybolbc3y32nq","bafyreien2sgcknbllvnvp4vbe2ouk7f6dj65oeqkd3ucs6kkz4vr6ibjwy","2025-02-01T23:18:21.238Z","null","null","""frightfest saturday scares with alan jones 🧪⚡\n\nthis saturday at 9 pm est, experience the horror classic the curse of frankenstein (1957)! 🎩🩸\n\n📺 watch on distro tv and parrot tv—link in bio!\n\n#frightfest #curseoffrankenstein #hammerhorror #alanjones #screamtv        """
"at://did:plc:nl45ntdoiidvkdpy2ldidxkq/app.bsky.feed.post/3lhm2a4hods2n","did:plc:nl45ntdoiidvkdpy2ldidxkq","bafyreifjvz4beikalgf2usbrxzyzvtwp7xybwt5bbpt72cwk2og3gmxlsa","2025-02-07T16:42:42.674Z","null","null","""our new paper, led by r. heumann, c. cleveland finds temp and moisture conditions that favor cryptic n fixation may be frequently asynchronous in lodgepole pine forests of #greateryellowstone #nsffunded @esajournals.bsky.social \n\nesajournals.onlinelibrary.wiley.com/doi/10.1002/... https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecy.70016 rates and controls of nitrogen fixation in postfire lodgepole pine forests severe, stand-replacing wildfire substantially depletes nitrogen (n) stocks in subalpine conifer forests, potentially exacerbating n limitation of net primary productivity in many forested regions wh...     """
"at://did:plc:qvotws6ihwufdthmqtp23ohh/app.bsky.feed.post/3lfu4aszmts2l","did:plc:qvotws6ihwufdthmqtp23ohh","bafyreibkt2u73hxsflwbmftfxq5bmeodz7sn3pivtnxbs4bbichpxmieaa","2025-01-16T10:49:48.435Z","at://did:plc:qvotws6ihwufdthmqtp23ohh/app.bsky.feed.post/3lfu4asz76c2l","at://did:plc:qvotws6ihwufdthmqtp23ohh/app.bsky.feed.post/3lfu4asz76c2l","""y es a esto a lo que he estado principalmente dedicándome los últimos 3 años: promover un cambio dietético en pro de dietas más saludables y sostenibles. hemos realizado un estudio piloto con este fin y...  (cont)\nwww.nature.com/articles/s41... https://www.nature.com/articles/s41598-025-85307-5 feasibility and potential effect of a pilot blended digital behavior change intervention promoting sustainable diets over a year - scientific reports scientific reports - feasibility and potential effect of a pilot blended digital behavior change intervention promoting sustainable diets over a year    """
"at://did:plc:bxpaash7iceqjiur5bt7xntr/app.bsky.feed.post/3lgzervc3sg2e","did:plc:bxpaash7iceqjiur5bt7xntr","bafyreie2fayqmvwkothecvrhl5w4rxmv7ot2ploj4gupgmtarmgnmuzmza","2025-01-31T06:31:01+00:00","null","null","""nucleoredoxin regulates wnt signaling during pituitary stem cell differentiation  https://www.biorxiv.org/content/10.1101/2025.01.30.635771v1         """
"at://did:plc:35ewfndvksx2mj3m6nhjp4h6/app.bsky.feed.post/3lizmljfz2a2n","did:plc:35ewfndvksx2mj3m6nhjp4h6","bafyreiexplfrhx6v76n424jm46ssgoh4iyv7yy2gocow75k4ocaimgogay","2025-02-25T19:41:00.854823+00:00","null","null","""quinfog paper alert: """"improving quantum metrology protocols with programmable photonic circuits"""" https://dx.doi.org/10.1515/nanoph-2024-0640        """
"at://did:plc:nyu5atwhevkymja4aam2fbyj/app.bsky.feed.post/3lhj4bxokjs26","did:plc:nyu5atwhevkymja4aam2fbyj","bafyreigrtm4nc6mrdqoynw5iyzejofozdti2h3bzt5endc63bmqhwmja6u","2025-02-06T12:41:30.594Z","at://did:plc:nyu5atwhevkymja4aam2fbyj/app.bsky.feed.post/3lhj4bws5e226","at://did:plc:nyu5atwhevkymja4aam2fbyj/app.bsky.feed.post/3lhj4bve4p226","""#h5n1 à défaut, port du masque et isolement de la personne, en s'assurant que la pièce ne soit pas dépourvue de filtration de l'air (hepa). \nsource : \n3/3 www.nyc.gov/assets/doh/d... https://www.nyc.gov/assets/doh/downloads/pdf/han/advisory/2025/han-advisory-1-rapid-flu-subtyping.pdf       """
"at://did:plc:zkmwv7dwr2kf2lizgnitc2si/app.bsky.feed.post/3lga6qryr4c2s","did:plc:zkmwv7dwr2kf2lizgnitc2si","bafyreih6grolk6ugggl3fuqqzpn556cxfoyyyuphp2eep5sp6udlsujwf4","2025-01-21T06:06:28.605Z","at://did:plc:3qjdcbpruxnihfx57oa4m6jk/app.bsky.feed.post/3lga5pvctvc2j","at://did:plc:4lx6nur5wstwoc4wtgj56kyu/app.bsky.feed.post/3lg7qqafqzs2k","""there is a term called cosmetic dentistry for a reason.the word cosmetic has to do with beauty and appearance. cosmetic dentistry is an industry. many people with workable teeth have them replaced. aacd.com/cmsproxy/236... https://aacd.com/cmsproxy/236/files/aacdcosmeticdentistry2019-state-of-the-industry_for-web.pdf      """
"at://did:plc:oulaoye36ffniyupeeljrm6k/app.bsky.feed.post/3lfa4dfhp622i","did:plc:oulaoye36ffniyupeeljrm6k","bafyreifw5uzdwmgxyqbtiyuo3nsg6ozuykpprzevqb5y7r74pfdymnx7ha","2025-01-08T11:58:00.143Z","null","null",""
"at://did:plc:eeriedlqspg6wguajclglxhk/app.bsky.feed.post/3lfrviwja6k2k","did:plc:eeriedlqspg6wguajclglxhk","bafyreiarwlltl47zgltk2m6yg5r7sy4osi3v3ot5jkxn5mofkj4kyyo6jy","2025-01-15T13:43:43.740Z","at://did:plc:eeriedlqspg6wguajclglxhk/app.bsky.feed.post/3lfrvivp76c2k","at://did:plc:eeriedlqspg6wguajclglxhk/app.bsky.feed.post/3lfrvivg36k2k","""for our research areas led by jens beckert and lucio baccaro we’re looking for applicants with a focus on economic sociology and political economy. \n\nimprs-spce students may earn a french doctorate by entering the joint program with @sciencespo.bsky.social \n\ns.gwdg.de/r2f9pi\n\n🧵 3/3       """
"at://did:plc:yjvayj5thzisljwor7yykhlx/app.bsky.feed.post/3lh7h7uet7k2x","did:plc:yjvayj5thzisljwor7yykhlx","bafyreih3mdh6s74a7ffkn4qq3s3cu45npxopoh6efzje65cw7kwgbazz7i","2025-02-02T16:30:36.238Z","at://did:plc:yjvayj5thzisljwor7yykhlx/app.bsky.feed.post/3lh7gqxacgs2x","at://did:plc:yjvayj5thzisljwor7yykhlx/app.bsky.feed.post/3lh7gch7mac2x","""another great piece of work on this and i'm so (ugh) that it's going to become publicly available in *november* 2025 according to nsf public access repo although one wonders if this kind of science will even be allowed to be posted!!!!!!!!!  www.nature.com/articles/s44... https://www.nature.com/articles/s44159-024-00380-3 global patterns of gender disparities in stem and explanations for their persistence - nature reviews psychology women remain underrepresented in some stem fields throughout much of the world. in this review, cheryan and colleagues discuss four factors that might explain this underrepresentation — access to educ...     """
"at://did:plc:wbt3dfvdaq4gbn53dgaskykk/app.bsky.feed.post/3lf7ybuws3s2d","did:plc:wbt3dfvdaq4gbn53dgaskykk","bafyreighgeyjtgqkk5tvmc2rssd5j4soc7jolvh4byxtbjjcbjs33tyqpy","2025-01-08T10:45:32.508Z","at://did:plc:wbt3dfvdaq4gbn53dgaskykk/app.bsky.feed.post/3lf7ybuwr4k2d","at://did:plc:wbt3dfvdaq4gbn53dgaskykk/app.bsky.feed.post/3lf7ybtacwk2d",""
"at://did:plc:daypfflygym7sbm4wte53jfq/app.bsky.feed.post/3lhbzhtxv4s2f","did:plc:daypfflygym7sbm4wte53jfq","bafyreicuyrwwsdpltqc6rjrz7dfgrsr6oipkp6biixowhxmamabj3bgroa","2025-02-03T17:02:30.841Z","null","null","""everyday we're shuffling ... the genome.\n\ninvestigating hundreds to thousands of major structural variants throughout a mammalian genome with genome-shuffle-seq.  from @jshendure.bsky.social et al. published in @science.org \n\n👉 www.science.org/doi/full/10.... \n🧪🧬🖥️ #genesky        """
"at://did:plc:n6blz6innq6i35w37x7ppfcs/app.bsky.feed.post/3lgtjemwkve2z","did:plc:n6blz6innq6i35w37x7ppfcs","bafyreihx7iso6cipxv6hwvnfz7v5cwc7ql5fluw4c4jekmmv7dlhbzltdq","2021-05-21T21:11:00Z","null","null","""vr helped paraplegic patients regain sensation and bowel movement control in 2016: https://vimeo.com/178225409 and published here https://www.nature.com/articles/srep30383 https://vimeo.com/178225409 walk again project overview of walk again project; dr. nicolelis describes t...     """
"at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liyabmdjia2m","did:plc:melooq3pgxglmzuttf2wr5es","bafyreicsl3faxvtzmnjb47embfhp472v6byln7ai5ifndabpqfqbwbdn3m","2025-02-25T06:28:03.787336+00:00","at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liyabljanb2k","at://did:plc:melooq3pgxglmzuttf2wr5es/app.bsky.feed.post/3liyabkkknj25","""distribution (qkd). the former replicate the computational security ideas of classical public key algorithms, while the latter recurs to use the quantum properties of nature, which also brings a mathematical security proof, [3/9 of https://arxiv.org/abs/2502.17202v1]        """
